subject_id,regime,barrier,ecm_density,repair_rate,diffusion,decay,injury_amp,persistent_injury,recruitment_rate,nfkb_gain,stat3_gain,ifng_gain,tgfb_gain,exhaustion_gain,cytotoxic_gain,migration_gain
11,acute_resolving,0.18358121037754477,0.172588757038857,0.07063481172102219,0.07934322957067935,0.03812280982837181,0.040116324576946395,0.000422504117282541,0.045662930266714225,1.0547596052373283,0.9708652506394283,1.0250052903323226,1.092205910576284,0.5635839271508677,1.115435563249194,1.14306900127543
12,acute_resolving,0.27167274099643407,0.2658181109653609,0.07630838695232176,0.08843555491612735,0.06503291701463648,0.01846958919119751,0.0,0.07175702786176481,0.8765472828165692,0.8684062508600863,0.7572241364915316,1.141933402290049,0.6763641025375398,0.9909678584797792,1.0469225866902843
13,acute_resolving,0.2943790975478111,0.29508029923266965,0.0994245020380788,0.06131687701898028,0.04698462348789582,0.03534214988603291,0.0,0.05095336038282591,0.8407543642749118,0.8270232980597219,0.9666529888685537,1.2168760648319514,0.752484697071542,1.0891371081958718,1.2238418090378054
14,acute_resolving,0.16588790306546516,0.17281422738145683,0.07362285597726287,0.06597505081000649,0.06723715556267695,0.036292573461719026,0.0012123391182469539,0.07146042889351105,1.0235150664512018,0.9345706348333669,0.9527964550127049,1.1586300295352556,0.7347521550795335,1.0333611837983125,1.2697598121109899
15,acute_resolving,0.11157644718575818,0.10943964862720984,0.08148707324352866,0.07826214986358988,0.05874329011975919,0.023772117595984285,0.0037706841505932617,0.08270202647276947,0.7855234362910054,0.7104068955739805,0.9361231142940933,1.1756139849325433,0.7134545688126644,1.1440095215149058,1.1151425058313307
16,acute_resolving,0.21956615614488884,0.22342224883226983,0.08647769108294075,0.06289148423499617,0.06619677681142418,0.03646204964293727,0.0038158971436109156,0.06649236639171272,0.8101075000124868,0.8121842283455261,1.0094536110251822,1.1397050203058643,0.5327368711119563,0.7704986359563119,0.9078247521032241
17,acute_resolving,0.08421494693981812,0.0745827048988454,0.07085297935909014,0.09206177864855253,0.04209734268337138,0.03951223051402757,0.0,0.047716489495519515,0.8837756463317731,0.9396642323112326,1.0296320826573415,1.1031331072466073,0.7418117041874055,1.0348189993486558,1.1264567303737654
18,acute_resolving,0.14878759810833292,0.15175384231870362,0.0738924861443602,0.055749366500394366,0.041267517981124366,0.02935027645649025,0.0,0.054447226072302006,0.9190891213714931,1.0022268660415863,0.55,0.8775044858654765,0.7220835653094939,0.9235721979125825,0.9736282992355108
19,acute_resolving,0.17695671991250772,0.18145090214444143,0.09219685179327194,0.06817999546853887,0.05267776338664597,0.04428287395188643,0.0,0.06938472185664703,0.8834557889243114,1.0126949113602737,1.045828049129822,0.9612077181222094,0.70926903208285,0.9271882814547727,1.0568571007763992
20,acute_resolving,0.11449955773746291,0.11678815336200513,0.07247199467207081,0.10074032584326158,0.04240098287745647,0.03666377940547905,0.0014000944981062368,0.07746677878764459,1.0362403734075412,0.8356417425641421,0.8308137186142831,1.1606963807552495,0.6647882666318599,0.968477570639529,1.0967179577882007
21,acute_resolving,0.12935090665894375,0.13599045086233427,0.07034365779502388,0.06874536772795165,0.05822820940778029,0.04434766683534718,0.0,0.0333980931471401,0.9615280040978906,1.0536694724197135,1.0570514970010483,1.1745378936434052,0.7146619753336729,0.9384129884947059,1.0201231525199066
22,acute_resolving,0.2201249470769182,0.22232888214413854,0.05704233771283318,0.09437641489326974,0.0562199154713997,0.029038409883938143,0.0,0.032038712707572456,0.8514194070685287,0.7820468318923659,0.7937398117245259,1.3233546465532056,0.5806295473424906,1.0384285543526557,1.0411274914441928
23,acute_resolving,0.18642890828184053,0.1890029387570868,0.08503375197146543,0.06339091381034923,0.053050253730094254,0.017813905413225358,0.0,0.07065964659360618,1.113938381524675,0.7972202776835016,1.0984718420250141,0.8527437458444529,0.7657048357570903,1.031072220863092,1.1038273337264257
24,acute_resolving,0.18214832620522933,0.18043938313408137,0.046210601577561475,0.09364009026260484,0.07082956462320758,0.03534528430940187,0.0,0.07090289641016986,0.93171389647287,0.8443941147542978,1.0318840455251155,1.254279513597081,0.6271133189660283,1.0803433396707594,1.2332155357459986
25,acute_resolving,0.1862288355842842,0.16992145306400563,0.07471958884079156,0.09997061635076668,0.0678560641028786,0.02804084839931374,0.0031986566148941567,0.06162321280200772,0.9557964063427918,0.8801096173843104,1.0028384601813227,1.291101911119433,0.7605647617502458,0.9899030985451543,0.981251806906873
26,acute_resolving,0.17002459966525368,0.1705953324971985,0.08526615768564666,0.10092624667815717,0.04643284115281508,0.028954073439552093,0.0021682887384624136,0.041521352473727055,0.9042517932882783,0.9513174355131112,0.7407238801261251,1.182519194200917,0.5909209333879378,0.9752814124028838,0.9648866995899388
27,acute_resolving,0.17117264410106955,0.17098457920958993,0.07498703861079391,0.06330180684825133,0.060864720343161254,0.042806078822029546,0.002513281532094314,0.044925465246027384,1.0099710488153957,0.8428722461572047,0.9907202989665729,0.9408042676565216,0.6678009202175278,1.016219808516261,1.206251362071085
28,acute_resolving,0.15268156445417855,0.15879335486110324,0.08513903141983742,0.060262574173860835,0.0499208047986312,0.028540200539485066,0.0,0.015,0.7868646483945463,0.9460283819585061,0.9150817262152796,0.8963863030507352,0.5569710022514742,1.0139989388473583,1.1867018920411252
29,acute_resolving,0.23211542430666718,0.2357191773708981,0.0888288152051785,0.10119205821997697,0.05515826206665333,0.039208006997899385,0.00042316822050468935,0.08538563669814785,0.943243640096157,0.966951183842241,0.9120131498167703,1.170720786729363,0.6094618579465356,1.0755988444160014,0.9625191391576919
30,acute_resolving,0.19975554413064311,0.206318375631855,0.07416960229205315,0.04650942031347192,0.05022023036783072,0.037180326415859555,0.0,0.06481090814855894,0.868779473438923,0.7986066194500158,0.966722289525806,0.9880079641196314,0.6104891292687941,0.854457101394157,1.0309434501272867
31,acute_resolving,0.21940281316894297,0.2152306606168594,0.07890849829346577,0.06065467830557479,0.06074584754165868,0.02956173016985191,0.0003174527778968942,0.05222420080211387,0.8103992844473241,0.9398496025756428,1.031885339417464,1.1774319394825583,0.7041151401292343,0.8424039229734419,1.2180287035415345
32,acute_resolving,0.2239923637885733,0.21647699633898979,0.08745065039839044,0.0779936897432398,0.03337116975699286,0.024955854983008695,0.0,0.05881219871751895,0.8827915290659006,0.7847187057974018,0.961879704751895,1.185937331756241,0.6431356468948709,0.9672973809857096,1.1127817165254796
33,acute_resolving,0.20699773479983577,0.20283521566005505,0.06744801670571411,0.11103843960366355,0.05074200483662403,0.03943722231299355,0.0,0.053333809261150854,0.9760308673775479,0.7575273877833955,0.8969854132999019,1.0155608078295466,0.4742748955235504,0.976459276867275,1.1028856621992524
34,acute_resolving,0.1096170021571616,0.11613342248484801,0.05608609829736193,0.07380964574770786,0.0611339109462508,0.03426318518904388,0.004,0.1,1.02910953850404,1.2025070985273087,0.9310001786918909,0.8825525913314116,0.720254514358688,1.1138912489853865,1.1520818449632353
35,acute_resolving,0.16560463265659778,0.16349356314692645,0.07915180494091295,0.08790598516766357,0.051035614191710696,0.0374336563894917,0.0,0.0457395248290354,1.0376373588719991,0.9970523164104985,1.0852450110605907,0.9922812524986437,0.7329829035434994,1.003845312578345,1.2477827202517704
36,acute_resolving,0.07882755077288388,0.0791550296201299,0.04762400955904107,0.06691669066498691,0.05842991166232412,0.021298389789388632,0.0004091285989054147,0.04389501212921904,1.0444493250173945,0.8542006382966434,1.0378556084548367,1.133200799550417,0.5835022728733099,0.9022580507652791,0.9227065459581689
37,acute_resolving,0.16119833683961876,0.1586267807707817,0.0903557192999448,0.10268816290116257,0.0563239426749488,0.03565271085608953,0.001198205069001524,0.0355630194256963,1.0480420380274902,0.82488347110933,0.8711794263866677,1.138241966706992,0.7297012849496031,0.8781294834989288,0.9695615701981869
38,acute_resolving,0.1721905689554587,0.1628333043446756,0.05734424070045689,0.08285795598226445,0.06961914271643237,0.045355633688921065,0.0,0.04626125849817544,1.0095334567642433,0.7826048357470178,0.9415148484894471,1.0293490764919744,0.729883190504436,0.9543054399802529,1.2024766520957024
39,acute_resolving,0.17870174977631154,0.1694976570860132,0.05290393786811075,0.07247702605996231,0.07035525392788777,0.04091740376342865,0.0028236657940629967,0.0576752446674898,0.9930297304308815,0.8597515920906547,0.9595460951626822,1.137411991579925,0.5766129778970996,1.1543649769783313,1.3085200191345272
40,acute_resolving,0.13416372799288598,0.13560540817368283,0.059814799927340456,0.06553824138778715,0.06521465322241932,0.04391473521392762,0.0,0.05918966715145408,0.9098220547120556,1.0509923279981312,0.8992391745155913,1.0516616128423604,0.6171600700717074,1.0375221844926186,1.1495001968295906
41,chronic,0.28733277742537033,0.2863611927769792,0.025763436148998838,0.06745041307006581,0.030487491752403256,0.04551116322841598,0.01495857215385515,0.0718386505469663,1.3605014769516273,1.180830723223579,0.9213024550219435,0.7626771413567393,0.9241432062271777,0.8761853553141128,0.8567503484138181
42,chronic,0.3440642623143292,0.34310849949544386,0.030165383193528204,0.09993224064382179,0.037117294173171854,0.04196433385114705,0.027603103543024327,0.09234481529669566,1.359663142994357,1.1871967571983,0.9584610391030497,0.8715174657463299,1.0674630395913418,0.6027198305822212,0.830299742596466
43,chronic,0.4841547337851244,0.4776585432447124,0.021720833231811825,0.05428173368895535,0.03228920510427805,0.03329614943965888,0.017147426656924137,0.10076464900452951,1.1610897545764336,1.2915979753145705,0.8763942941928352,0.7022063627669036,0.9569376624427572,0.941193107103183,0.9950366129911007
44,chronic,0.3477001286918439,0.34806885744983357,0.022230962067792827,0.07681835472878207,0.03524470613131958,0.04355569068718813,0.02114651539629236,0.0863255610167471,1.4512253071195016,1.2402688137101774,1.0073362688680076,0.8278300214844336,0.9517977711891961,0.9019463338307669,0.8559896574280814
45,chronic,0.19728402811649415,0.1938352739633327,0.028450819870339573,0.08988405609149494,0.02750821539913121,0.043913472971812466,0.027668328833796073,0.07593468057196606,1.4447327557313614,1.1264580051674598,0.9306976994922208,0.9056185402518223,1.0889459911424335,0.9928159533945121,1.0267107860510436
46,chronic,0.30013161764703306,0.29986155999854874,0.030961177651881038,0.08153377918246983,0.03868929408563919,0.03209318963483382,0.02476886148069867,0.08446528638210324,1.0294733607427975,1.3775625592961998,0.9788480655282996,0.8207495652224133,0.8461557565799083,0.859722076286678,0.9570812725350399
47,chronic,0.30480678154868335,0.3139079396454414,0.03152608694603078,0.09005109419666377,0.02232293023543469,0.037803723841843405,0.018494871634557576,0.0451939606630023,1.3139707751943615,1.2028200564360552,0.9187408403642378,0.8800442512171588,1.0935601981013652,0.9288777645663764,0.7635867304100351
48,chronic,0.44490369690365045,0.4311150008235533,0.019384730828564817,0.07142801705240504,0.020247307991531564,0.04289629956520292,0.023287265242286,0.04646921225251953,1.265084703257583,1.4785389887995553,0.8059789772870166,0.7082483868498928,1.2065648178414186,0.6536491483243525,0.9665680429469751
49,chronic,0.33770844263727584,0.32325380633592576,0.017350647001872645,0.07216849491154731,0.015433159789258615,0.0469117701834626,0.017024987550952223,0.09954700049617804,1.2810004985301324,1.2227834365301318,0.997605465215827,0.737395629927438,1.018295926516061,0.7525922794578762,0.8431629754379141
50,chronic,0.3582902746074354,0.35716524430563185,0.026786810741246045,0.04670673662672807,0.03849961606872677,0.039620334035844015,0.013501470393320131,0.07540064889705435,1.2588902322453532,1.39533276340594,1.1428195319598053,0.8713895341138319,1.1712733787286826,0.7677116806321144,1.0303099114147476
51,chronic,0.28426984584862236,0.28075241991399363,0.033158099888854875,0.08712118224377119,0.02637121822689944,0.04652583644986302,0.02726524345445288,0.08750861066297808,1.2866057311185621,1.2583167671290076,0.9568412255932262,0.7918467283541573,0.9647092712554702,0.8282792402728362,0.9225022181050482
52,chronic,0.33461644314711975,0.3302716951628658,0.02767262726322553,0.06779131291287646,0.02016859225084263,0.039444528124820855,0.029018668455925094,0.08623530875330025,1.1799636652562147,1.230968824104547,0.8290548360107168,0.9310999441114314,0.9634979341285399,0.9615455281287387,0.965517410975234
53,chronic,0.3896324567045568,0.3935014933795742,0.026059020583198474,0.05513686401098637,0.035717670742411375,0.045853854753793,0.018169040415361565,0.08398044000981754,1.0981807276017865,1.2241661471827778,0.8544521387174642,0.6058304005110846,1.2042230372635407,0.7613639317046663,0.9358941706308743
54,chronic,0.26156096564376136,0.2550400956547515,0.03738260081644589,0.07794730364312806,0.040596879738680335,0.03300155737799316,0.02463198229031812,0.0781673949093027,1.381235022533974,1.2417331846526563,1.105586671451234,0.9516344185231562,0.8632989100560164,0.8365495284641922,0.8438996481051042
55,chronic,0.5095568903649995,0.5074787067763197,0.023153491667555814,0.08023861561703707,0.02034871757318186,0.048051670238808415,0.019558602670273463,0.0948260570647032,1.321209716747496,1.1032334709018075,0.8927454520109275,0.7963835141460079,1.0269659624954754,1.009695176314899,0.9566768819989904
56,chronic,0.2418899880505267,0.25794015804444775,0.031218143600343726,0.07373308058547841,0.017893314475672602,0.04129282620683705,0.01814221760477078,0.06914858952186632,1.3479818513801185,1.3415759951930988,0.838253792279095,0.8432498454598933,1.0916545513197866,0.7406589061802005,0.8155267204846552
57,chronic,0.28182860577668517,0.2907360834380223,0.03279735144245015,0.09346751313184404,0.045158838209509514,0.036103947382330005,0.009192007129990989,0.07905801934001178,1.328976594392902,1.2832512784673962,0.818108432418863,1.0054984967722158,0.881189173531161,0.8528992748976328,0.8797766626017878
58,chronic,0.41348944167642376,0.4014830225339395,0.025747387460081164,0.09265841905917964,0.02425780669965106,0.049594688007551554,0.022387429979713706,0.061863388604600764,1.1990176883296833,1.184398011973919,1.050661219777725,1.0304574243401072,1.0818568622465519,0.9028575863382754,0.9198952896682528
59,chronic,0.2567476594168633,0.25724105166993994,0.02552366834559139,0.08546816782380719,0.028730548866908553,0.05486612369548074,0.014414613111435767,0.08605216853037632,1.333730636232299,1.2540699604142667,0.7118686652262546,0.893242406235648,1.1011635273947504,0.5476574013550108,0.8717595106498359
60,chronic,0.25294042560247754,0.24762266946263087,0.03222644744736466,0.09466504852179633,0.03205113930097888,0.04092519957230434,0.024776955878488854,0.06889921318000866,1.3369522550714399,1.1976926526994722,1.1111510443402497,0.8975929804905861,1.2564683680513462,0.9445732298192628,0.8938664572020798
61,chronic,0.3284649148616179,0.32669499863243134,0.04014121738558586,0.08351855076981365,0.0322549213361087,0.04577050849860718,0.019087762146276742,0.07755158073346627,1.4925623903383145,1.2743224912937297,1.0322719893949994,0.8550328977614511,1.0996195643687794,0.7638771948654975,0.7913650704809074
62,chronic,0.2750669266269885,0.2829507509650292,0.0217570317272029,0.06853669777297902,0.03138509708522358,0.020267425265079634,0.018694292409970448,0.08464339510647541,1.0742902786870039,1.2563690901999718,1.0072462329978147,0.7684575945171519,1.1254142890877843,0.798696624092208,0.9428884854157995
63,chronic,0.31925416867219303,0.3128432222761309,0.0212075460755555,0.07975438772298583,0.031595524202718404,0.04046086243498793,0.018650501430154672,0.11506479528549785,0.9856549418861278,1.2274134642050825,0.7079354650179144,1.0802259395058516,0.9993078506721174,0.9266072532067857,1.0304577336569625
64,chronic,0.3586830561378114,0.3724279214033334,0.03625011328788211,0.0818168463291372,0.030770293393533644,0.03945751588058913,0.015159058333208582,0.05240444800404906,1.0167737803126387,1.2190671072213053,0.8564722319038084,0.8933995857690885,1.011169394798902,0.9771495928164536,0.985911215525399
65,chronic,0.36846402829930186,0.37557537784896783,0.034531393074066996,0.08383523484849331,0.030840369306958205,0.04027475198517858,0.01812105079642872,0.0641944068141295,1.2495103081081944,1.1240981025331338,1.0617723629921847,0.8291873854277516,0.7616516809504492,0.8123136832333546,0.9051998489345388
66,chronic,0.3111475819546279,0.30593340126914564,0.03216624497390813,0.11029706521805689,0.02992721394550172,0.033456289721733,0.028584072462451746,0.05622518532887345,1.2013592664574038,1.173852620715024,1.083969114957261,0.7346771818245352,0.8149410735044365,0.8880135823241884,0.8849038590330445
67,chronic,0.17386100727842196,0.17331407442468985,0.033328182146820234,0.07861865706267011,0.03115058432968435,0.05654439806288948,0.021594966479657578,0.08623776298348942,1.1319615186097114,1.4050431453452386,1.080861393892795,0.8043681856249294,1.2100197404598698,0.6486225643074613,0.7944892022504422
68,chronic,0.23277997585299048,0.23126440083384994,0.014585176523169202,0.08915150108430112,0.024728079763933458,0.03628078359915777,0.017403608012358907,0.0598086701823902,1.164200921500522,1.3561554783732515,1.1233899008300696,1.0055335660750333,0.7781111756348638,0.7935349430417347,0.9628282603507865
69,chronic,0.36670212863307233,0.3577305740782948,0.04708357788811207,0.08379050041798952,0.0305656449392294,0.03752808215593231,0.017645307697210413,0.11918606792749589,1.3073580626762173,1.0577116005477725,0.9866228116762128,0.7770640812534705,1.0726780380194725,0.9444214606951533,1.0716087850090021
70,chronic,0.4111957914443075,0.40402416418353887,0.03707519689476177,0.08047617747558236,0.03143290165388895,0.03002746907300923,0.014515306302687611,0.09262919857914285,1.384334671900713,1.1552831972303388,1.0079191194330084,0.8738481152801366,1.0518611562803433,0.9614447431461117,1.1227169873171452
71,chronic,0.4829489148213682,0.4907458590042322,0.030732377533601734,0.08432332895735736,0.026744604234974045,0.048764038361501824,0.01951686672259851,0.08351146752381784,1.2712451955274047,1.2613073318438213,0.9514276709627525,0.7385135935448776,1.196398574373247,0.731125031595026,0.791472221666188
72,chronic,0.24208667265657755,0.23731079478640527,0.03016884190899314,0.10631922942486857,0.03701768699409044,0.02698157276201644,0.02861895900063964,0.058069887066233464,1.2414124312181787,1.3054590535814101,0.7770946948223495,0.9598646671181368,1.1181855799509874,0.9516578540352079,0.9478397421699041
73,chronic,0.28430284597798416,0.2908673288213359,0.014761508242615032,0.08766017073497667,0.018998410587622847,0.03261270946813781,0.025602427513766835,0.05948866759865559,1.3085031207478202,1.0675147766983466,0.8870651280532817,0.9866433107134294,0.9032674025708441,0.7767349766301064,1.0497776483915116
74,chronic,0.2795179093038938,0.2870663750378605,0.028463599628146166,0.06959467346934246,0.014968022943709428,0.04922386293340528,0.01247623003076263,0.09445836486064829,1.1314950369549297,1.3642989249465378,1.130929340593008,0.7891294379116172,1.1321714673173648,0.9548995130355682,0.8493207404765506
75,chronic,0.40600466733231705,0.39662488388366735,0.03445320556365098,0.061246187791462334,0.031415614959931094,0.04840381825836441,0.01975241761415218,0.06912583944829309,1.2634475154828269,1.3060803445093414,0.8584613595428688,0.8379145404186655,0.7997172186478572,0.7753528948719186,0.8938633509545512
76,chronic,0.4745565593027431,0.475782325536161,0.032640255233551504,0.08481332577001448,0.03752368878847638,0.03890521715876315,0.016843581902275237,0.09776416311890507,1.2122368627394295,1.205719812030577,0.9042600025524371,0.848956405537014,1.3792940810796868,0.7965959406396469,0.7189888658029614
77,chronic,0.28997046299181223,0.3008081513185934,0.02098504017461804,0.0868132564763517,0.02119779913668711,0.029325103410321286,0.019918725085478754,0.09308700103553043,1.2834904894891008,1.552720652792709,0.9824350959066708,0.7978815291791884,0.9071739547350273,0.8886525506206205,0.8968410638452552
78,chronic,0.4666785442862511,0.4683067300675058,0.027980302943920406,0.06279147045290415,0.02954930392374241,0.03930378223159098,0.023728525488162885,0.07536440612111377,1.3751830493939448,1.1551364363549463,0.8976688494454481,0.8786647117545086,1.3422100812196636,0.9779214754456624,0.9725965780577742
79,chronic,0.42679326654354066,0.42839057141726744,0.02595140786782835,0.06621645335688145,0.028120025653100348,0.04053973900415877,0.022257457413900603,0.06596592920353801,1.3726991834230298,1.154292334704665,1.0548691845824332,0.9085923300772804,1.129853416049229,0.9774087181421449,0.983753720205057
80,chronic,0.3235809730689828,0.32153311663026807,0.04067785268666308,0.07262397709527021,0.029910201662534535,0.04329751900037062,0.021452630060517532,0.054135620831463574,1.0636828696001164,1.1207562503274449,1.0197009830834192,0.8827279938314981,1.2224710718874674,0.7837630247497497,0.7874275829422808
81,hyperinflammatory,0.24911113539596164,0.24055757363928726,0.045976568119604024,0.11676682772297048,0.032639146704564304,0.0489361338757269,0.006434580232113667,0.08663327419133673,1.737341052523033,1.5736657964179845,1.3326968676392787,0.8563245945528983,0.6660522534595265,1.5639453598680715,1.1606681410772317
82,hyperinflammatory,0.26443004354644395,0.2498744507277539,0.025327379619212415,0.10866603487032743,0.017386755745641018,0.0390574351453742,0.013732588897732996,0.06538624657936654,1.8282104226164306,1.3937066797629734,1.3802494606388505,0.8036657006339392,0.693642483205947,1.1059702208258337,1.3570436642401675
83,hyperinflammatory,0.23783304589281185,0.2256283077259329,0.043116415678715554,0.08189907402260933,0.020571765968258212,0.04935815543207755,0.01536636362018328,0.08664532796306805,1.925444674001809,1.5248881441382878,1.236419513330424,0.9581270801856148,0.9156114742580665,1.1952169698254378,1.0860407095471856
84,hyperinflammatory,0.2648332933417571,0.2707073387607541,0.027762155534151955,0.09164520614698421,0.026730796020854136,0.020050986665598902,0.006076032815632607,0.0899123625694027,1.6287773162181942,1.6192400083357887,1.2120116162775199,0.8698701131065626,0.6269497405769404,1.0020714426167925,1.1880590639236803
85,hyperinflammatory,0.2004164598862817,0.20352450983057746,0.0381932119050473,0.0742474652588535,0.024315007191912798,0.03183794911931966,0.010085660037990841,0.08809380820627313,1.5134500972543903,1.4613950709603445,1.4181600103265288,0.8542009616330287,0.6786768989584858,1.3537453534014365,1.2954616341457736
86,hyperinflammatory,0.21102367970030877,0.22584811829712098,0.030103070028294793,0.10077543019309611,0.03778468951860299,0.02816554125492903,0.005390934923160066,0.05343242847031268,1.859959857708318,1.7248267682293674,1.3695245800163547,0.5947466216054328,0.7027603877878901,1.2282852052478408,1.3857937049291071
87,hyperinflammatory,0.2960694468854981,0.2894676892572209,0.042080550759809085,0.07254580538404597,0.038298360959973334,0.04832914105235709,0.008878715942176174,0.06680547599182389,1.5306882672467916,1.1815867189704459,1.3322158849777739,0.6476135362641492,0.6422773537196887,1.1087675811892361,1.3058553859149924
88,hyperinflammatory,0.22058294331497977,0.22276257973098879,0.04197996297566099,0.08583179098225897,0.023513133482465226,0.05620327152652881,0.009949611677603424,0.08197314522007568,1.7449274462311308,1.5579497802305624,1.2487046539085724,0.8746204754663567,0.787130867346678,1.2584081646282548,1.3701529726240533
89,hyperinflammatory,0.25481887605171016,0.25585515111524143,0.029475144689398054,0.09082756890238855,0.023315966443158004,0.04354963662279116,0.001596435597503958,0.08527605168377345,1.4825843477979994,1.320365985764661,1.298923544243506,0.605099254259513,0.6739156590687114,1.3302832299047946,0.8923121838591326
90,hyperinflammatory,0.2200378058159368,0.21643899760781893,0.04492175375175083,0.09905788054391584,0.01,0.03359597145864418,0.013615784968037616,0.07416072279992093,1.67499981247852,1.6161010241361757,1.4343651573695708,0.6598833494935368,0.8114216146019226,0.990374914374466,1.2490281720994
91,hyperinflammatory,0.128260343555495,0.12821510718558893,0.04303801124990089,0.12790677254641855,0.02505027026091549,0.03298139849585193,0.010197625024915828,0.11466733905585821,1.6734648278204696,1.6936992515060354,1.4680317186290144,0.789298719426883,0.6585123695773732,1.188354791392781,1.04415740304158
92,hyperinflammatory,0.14894444297303733,0.14203493371512674,0.037982853996563405,0.10579529105200092,0.039581367906977215,0.03212590244969385,0.011692742795690034,0.06697541817588804,1.5324197239295108,1.3136387456303524,1.515933014455251,0.7471665987278027,0.8563605629120022,1.2344244674382792,1.058204564169476
93,hyperinflammatory,0.12665204996309315,0.12541975211608555,0.02546353865100244,0.07888498851657785,0.02896759287357726,0.052368348185075214,0.007084953709260619,0.08302622668305065,1.4887770298899612,1.5816367126819935,1.2722789772368817,0.778766017370088,0.6586755279265278,1.1088412020336247,0.7931512286372637
94,hyperinflammatory,0.14816271108858414,0.15686467440678176,0.020271431303262255,0.09510246370287388,0.02033975799766868,0.032001742714149906,0.0014231201979156508,0.09062518092962685,1.6195278966444768,1.7042311182395358,1.1541181103055733,0.7554067110591238,0.711457325041728,1.098858431496332,1.021283383384926
95,hyperinflammatory,0.2567817920413173,0.25875354851387417,0.030092275348391574,0.06517255540321687,0.02075109359542991,0.048783378540466285,0.007566522002600582,0.14008120281675415,1.2788909193651605,1.339297814770143,1.4990440319183058,0.7644455007282909,0.6791258773185287,1.5176425718124502,1.3555195852696178
96,hyperinflammatory,0.30873414483034645,0.3080717253298159,0.033036264388804325,0.09356138732604963,0.01910283887551148,0.043746075004300215,0.012439696769908809,0.11920417731981187,1.440910848460742,1.670979286817768,1.4586594773290793,0.7409691220670356,0.638098068228853,1.1127337815727003,1.2745332690127165
97,hyperinflammatory,0.1452448798972958,0.15009886366992362,0.031475413187736945,0.06245613276642623,0.018288053617181325,0.0281756662360796,0.015520708911188107,0.1195040077496266,1.452249214037801,1.8427461933996487,1.3651691211432866,0.6381708235050296,0.7085297292117552,0.9708334439904631,1.0854086454222223
98,hyperinflammatory,0.27217001767648125,0.27476455533736127,0.04324803863196901,0.09724686307564435,0.03316945764894423,0.0429609038288092,0.000443540861907718,0.08209597703301362,1.4972726267836456,1.5372824484412315,1.4458381169233339,0.6305183417402612,0.6295736421668058,1.2277235220449112,0.8484157011507201
